Word,JLPT_Level,JLPT_Levels
エコ,,
エアロ,,
ブース,,
通販,,
日吉,,
最下位,,
クマ,,
分断,,
敗れる,,
日本書紀,,
回っ,,N4
商船,,
まさし,,N1
だら,,
宮沢,,
壺,,N1
困っ,,
月頃,,
とりわけ,,N1
ガソリン,,N4
いのち,,N3
根岸,,
良かっ,,
乗用車,,
山陰,,
サンプル,,N2
追求,,
大成,,
コロラド,,
加古川,,
本願寺,,
ヘ,,
不具合,,
ニック,,
壮,,
クレイ,,
トロント,,
ほんの,,N1
パンク,,N1
凪,,
反面,,
飲み,,
秋葉,,
訪ね,,N4
さだ,,
あさ,,N5
シャープ,,
抽出,,
家老,,
あみ,,N1
アッ,,N4
アンドリュー,,
変異,,
防護,,
熟,,
助監督,,
千秋,,
レディース,,
トラベル,,
三陸,,
實,,N3
食材,,
明るく,,N1
河南,,
入試,,
ぼん,,N2
電信,,
建設省,,
正統,,
信用金庫,,
全角,,
サテライト,,
叙,,
巳,,
邪,,
宣教師,,
客室,,
佛,,N3
日本武道館,,
順子,,
成瀬,,
大東,,
雅之,,
加わり,,N3
珍しく,,N4
新制,,
ちょうど,,N1
レーン,,
ぴあ,,
タービン,,
御所,,
配線,,
意味合い,,
カッコ,,N2
Word,,
大晦日,,
福袋,,
紅葉,,N2
かき氷,,
梅雨,,N3
花粉,,N1
やる気,,
証人,,N1
雑草,,
言い訳,,N1
なまり,,N1
温室,,N2
餌,,N3
田んぼ,,N2
穀物,,N3
抱,,N3
悪夢,,
夕日,,N2
ウェイター,,
ウェイトレス,,N2
しゃぶしゃぶ,,
酔い,,
おかず,,N2
璧,,N3
上達,,N3
暗記,,N3
バイオリン,,N3
生け花,,N2
折り紙,,
無色,,
薬局,,N2
黒板,,N3
幼稚,,N2
給食,,N1
酢,,N2
容器,,N2
フライパン,,N2
こたつ,,N1
暖房,,N4
うっかり,,N2
プログラマー,,
リモコン,,
掃除,,N5
歯茎,,
茎,,N1
頬,,N3
歯痛,,
乳歯,,
虫歯,,N3
ひげ,,N4
髪型,,
金髪,,
赤毛,,
バリカン,,
黒髪,,
前髪,,
もみあげ,,
うらやましい,,N2
使命,,N1
キモい,,
打ち上げる,,
雌,,N1
煙突,,N2
いじめる,,N4
諦める,,N3
我慢,,N3
わがまま,,N3
後悔,,N1
泣く,,N4
疑う,,N3
引き出し,,N4
炊飯,,
面接,,N2
手すり,,
片道,,N2
含,,N3
たんぱく,,
餅,,N2
食欲,,N3
白米,,
冷凍,,N2
胃,,N3
飾る,,N4
電球,,N2
洗濯,,N5
河童,,
胸筋,,
更衣,,
筋トレ,,
ダンベル,,
遠足,,N2
白線,,
夕食,,
昼食,,N3
休暇,,N3
くしゃみ,,N2
椅子,,N3
手首,,N2
肺,,N1
体温,,N3
咳,,N3
硬貨,,N3
覆,,
握手,,N3
博物,,
家事,,N3
ぬいぐるみ,,
毛布,,N3
枕,,N2
ほこり,,N3
ブラシ,,N2
歯磨き,,N2
畳,,N4
じゅうたん,,N2
敷,,
囚人,,
ろうそく,,N2
停電,,N2
オーブン,,
正午,,N3
戻,,N4
蒸し暑い,,N2
刑務,,
泥棒,,N4
拍手,,N3
冗談,,N3
ファックス,,N4
歩道,,N3
たこ焼き,,
注射,,N4
調子,,N3
肘,,N2
喉,,N3
不滅,,
葬式,,N2
欠席,,N3
リュックサック,,
ビザ,,
姪,,N2
ボトル,,
リサイクル,,
景色,,N4
電卓,,
値段,,N4
残業,,
名刺,,N2
給料,,N3
締め切り,,N2
秤,,N2
測る,,N3
やかん,,N2
蓋,,N2
豆腐,,
大豆,,
豆乳,,
新鮮,,N3
値引き,,N1
中々,,N3
ねずみ,,N3
はち,,N5
決,,
味噌,,N4
汁,,N2
生き物,,N3
別々,,N2
支払う,,N3
コスプレ,,
初心,,
配達,,N3
封筒,,N5
葉書,,N5
貸す,,N5
借りる,,N5
返,,
泳ぐ,,N5
着物,,N4
浴衣,,N2
袖,,N3
革,,N3
飴,,N5
豚肉,,N5
石鹸,,N2
細い,,N5
危ない,,N5
廊下,,N5
暇,,N1
鉛筆,,N5
店内,,
唐揚げ,,
宿題,,N5
紫色,,
傘,,N5
彼氏,,
赤ちゃん,,N4
男の子,,N5
財布,,N5
鞄,,N5
毎晩,,N5
去年,,N5
ボウル,,
皿,,N3
箸,,N2
紅茶,,N5
飲み物,,N5
砂糖,,N5
醤油,,N2
ミント,,
果物,,N5
今朝,,N5
今晩,,N5
夕べ,,N3
帽,,
欲,,
洗,,
茶色い,,N2
黄色い,,N5
遅,,N5
自転,,N1
じい,,
ばあ,,
聞,,N5
習,,N5
冷蔵,,N1
汚,,
土産,,N3
布団,,N4
一人,,N3
棚,,N4
忙,,N5
明後日,,N3
昨,,
昨日,,N5
買,,N5
机,,N5
寝室,,
台所,,N5
牛乳,,N5
きっ,,N5
なっとう,,
はさみ,,N3
ホチキス,,
えんぴつ,,N5
ぐ,,
二十,,
たっきゅう,,
プリン,,
ラザニア,,
スパイス,,
きょ,,
つり,,N3
しゅみ,,N4
がっき,,N3
きょうか,,N2
けいざい,,N4
ベジタリアン,,
おくじょう,,N4
いざ,,N1
かや,,
イヤリング,,
パフェ,,
キャラメル,,
かなしい,,N4
じょ,,N1
しゅ,,N1
けっこん,,N5
リムジン,,
おととい,,N2
マヨネーズ,,
ブロッコリー,,
きゅうり,,
レタス,,
ぶどう,,N4
ようしょく,,
オムライス,,
ロッカー,,N2
きたない,,N5
かき,,
ごおり,,
レモン,,
サーフィン,,
ひや,,
サングラス,,
さけ,,N3
けいたい,,N1
サイクリング,,
あげもの,,
ヨーグルト,,
にんじん,,
のど,,N3
おなか,,N3
インフルエンザ,,
アプリ,,
晩ご飯,,N5
ゆか,,N3
えんぎ,,N3
ジョギング,,
べんきょう,,N3
わるい,,N5
シリアル,,
くだもの,,N5
シャンプー,,
ゴキブリ,,
カーテン,,N4
ゴミ,,N3
きょく,,N3
きず,,N3
くび,,N4
あたま,,N5
かぜ,,N5
クリニック,,
てづくり,,
ダイニング,,
チキン,,
かぐ,,N3
たな,,N4
スリッパ,,N5
げんかん,,N5
今月,,N5
スプーン,,N5
こむぎ,,N3
グラム,,N5
バター,,N5
じゃがいも,,
たまねぎ,,
シチュー,,
かいてき,,N3
たまに,,N4
がいこく,,N5
かだい,,N1
毎朝,,N5
まあまあ,,N2
ブーツ,,N1
サンダル,,N4
スニーカー,,
ゆびわ,,N4
めがね,,N1
ブレスレット,,
ショルダー,,
バッグ,,N3
七百,,
ポロ,,
シャツ,,N5
パンツ,,N2
ギフト,,
きゃく,,N4
クーポン,,
きせつ,,N4
きのこ,,
さしみ,,N2
たたみ,,N4
みずうみ,,N4
かわ,,N3
ハンカチ,,N5
にんぎょう,,N4
タブレット,,
えほん,,
インスタント,,
まじめ,,N3
にがい,,N4
りんご,,
ビタミン,,N2
かゆ,,N1
くすり,,N5
ティッシュ,,
まど,,N5
ねつ,,N4
あらし,,N3
ホルダー,,
マグネット,,
やぎ,,
ジェル,,
うさぎ,,N3
スムージー,,
さる,,N3
パンダ,,
あかちゃん,,N4
カモ,,
来年,,N5
やきそば,,
じこ,,N4
いがい,,N4
ロブスター,,
ご飯,,N5
ハンバーガー,,
ふね,,N4
みず,,N5
ぎ,,
よてい,,N4
しょう,,N3
せつ,,N3
ブランケット,,
ねむい,,N4
チーズ,,N3
じてん,,N4
はたち,,N3
みかん,,
スノボ,,
さつま,,
いも,,
だんぼう,,N4
すいか,,
こんど,,N4
八千,,
レジ,,N4
マフラー,,N2
パーカー,,
むらさき,,N2
ボロボロ,,
ジーンズ,,N3
セーター,,N5
クラスメイト,,
くうき,,N4
ドラッグストア,,
ふべん,,N4
ぎんこう,,N5
ゆうびん,,N3
いなか,,N4
れきし,,N4
まんなか,,N4
レシート,,
ワイヤレス,,
おもちゃ,,N4
でんき,,N5
ヘッドホン,,
六百,,
ポテト,,
チップス,,
とちゅう,,N4
フライド,,
いとこ,,N3
来週,,N5
ぞく,,
ちば,,
きのう,,N5
クレープ,,
先週,,N5
先月,,N5
きょねん,,N5
かぶき,,
トースト,,
チェックアウト,,
ぎゅうにゅう,,N5
タオル,,N3
こおり,,N3
ばんごう,,N5
かぎ,,N3
ぜんぶ,,N5
えび,,
ナプキン,,N1
マーボー,,
どうふ,,
はし,,N5
からい,,N5
スープ,,N3
ウーロン,,
二人,,N1
タピオカ,,
ちゅ,,N4
うかがい,,
ちゅう,,N3
りょうり,,N5
ぎゅうにく,,N5
こしょう,,N4
そと,,N5
すずしい,,N5
けしき,,N4
ピクニック,,N3
バーベキュー,,
キャンプ,,N3
ハイキング,,N3
バックパック,,
カメレオン,,
へや,,N5
みみ,,N5
いぬ,,N5
ハムスター,,
ちゃいろ,,N5
パンケーキ,,
どうぶつ,,N5
チェス,,
ルームメイト,,
すう,,N5
せんこう,,N3
八百,,
エスカレーター,,N4
いそ,,
きっぷ,,N5
三百,,
ステーキ,,N4
かんとく,,N3
ポップコーン,,
えいが,,N5
ドッグ,,
ブラウス,,N2
どけい,,
ネックレス,,N2
たんじょう,,N3
び,,N1
デート,,N3
カウントダウン,,
おおみそか,,
イルミネーション,,
ハロウィン,,
三十,,
たいこ,,N2
はなび,,N2
たいかい,,N3
きじ,,N3
ブログ,,
レッスン,,N1
ひらがな,,N2
れんしゅう,,N3
クライアント,,
プレゼン,,
しょく,,N3
チャーハン,,
プリンター,,
ミーティング,,
うけつけ,,N4
むずかしい,,N5
アニソン,,
ポップス,,
セール,,N1
チョコ,,
バニラ,,
かお,,
きいろい,,N5
ゴー,,
コースター,,
アトラクション,,
こわい,,N4
おとな,,N5
三千,,
にゅう,,N4
じょう,,N1
いりぐち,,N1
ごご,,N5
つまら,,N1
はくぶつ,,
しゃしん,,N5
ナビ,,
うんてん,,N3
ほんやく,,N4
いしゃ,,N5
しめきり,,N2
しつもん,,N5
何曜,,
じゅぎょう,,N5
きょうしつ,,N5
ぶたにく,,N5
しょっぱい,,
コーラ,,
とんかつ,,
しお,,N1
なま,,N3
とうふ,,
ぎゅう,,N3
どん,,
やさい,,N5
しょうゆ,,N2
ドーナツ,,
ケーキ,,N4
おかし,,N5
あまい,,N5
みじかい,,N5
みそか,,
にわ,,N5
べんり,,N5
なごや,,
すし,,
ロビー,,N2
にく,,N5
ひろば,,N2
びじゅつ,,N1
スーツケース,,N4
ひこう,,N3
りょこう,,N5
来月,,N5
休み,,N5
ガーデニング,,
たのしい,,N5
ストレッチ,,
そうじ,,N5
しゅく,,N1
がっこう,,N5
かじ,,N3
しごと,,N5
かんこく,,N1
えいご,,N5
ちゅうごく,,
コーチ,,N3
きょうだい,,N5
さむい,,N5
ココア,,
おんせん,,N2
ふゆ,,N5
こんばん,,N5
くもり,,N3
はれ,,N5
てんき,,N5
あたたかい,,N3
ちかく,,N5
かぞく,,N5
アレルギー,,
でんわ,,N5
きゅうきゅう,,
びょういん,,N5
けいさつ,,N4
あぶない,,N5
だいじょうぶ,,N5
みやげ,,N3
ポストカード,,
じんじゃ,,N4
ピザ,,
デザート,,N1
てら,,N4
たてもの,,N5
ながい,,N2
はやい,,N5
こうえん,,N5
つぎ,,N5
よこはま,,
あきはばら,,
でんしゃ,,N5
つくえ,,N5
せんたく,,N5
れいぞう,,N1
たぶん,,N3
シャワー,,N5
エアコン,,
せまい,,N5
キッチン,,
ひろい,,N5
K,,
エリカ,,
パスタ,,
あした,,N4
らいしゅう,,N5
ちかい,,N5
かいだん,,N5
コンセント,,N2
とおい,,N5
てあらい,,N2
wifi,,
ばこ,,
のりかえ,,N2
あそこ,,N1
さつ,,N3
ヨガ,,
ともだち,,N5
クリーム,,N3
すこし,,N5
そしる,,
サラダ,,N4
おにぎり,,
てんぷら,,
たかい,,N5
くろい,,N5
みせ,,N5
ネクタイ,,N5
あおい,,N5
スカート,,N5
T,,
ダサい,,
さいふ,,N5
ごはん,,N5
まいばん,,N5
べんとう,,N3
ひる,,N5
あさごはん,,N5
たべ,,N5
ジュース,,N3
まいにち,,N5
サンドイッチ,,N4
J,,
やきゅう,,
ざっし,,N5
おんがく,,N5
ときどき,,N5
おっと,,N4
むすこ,,N4
むすめ,,N4
つま,,N4
だいがく,,N5
ゆうめい,,N5
かんご,,N1
おとうと,,N1
うるさい,,N1
いもうと,,N5
いそがしい,,N5
きれい,,N1
しずか,,N5
にぎやか,,N5
とし,,N5
おおさか,,
かばん,,N5
パスポート,,N3
スマホ,,
ちず,,N5
おもしろい,,N1
かわいい,,N1
くつ,,N5
しろい,,N5
あかい,,N5
ぼうし,,N5
えき,,N5
デパート,,N5
コンビニ,,
にほん,,N3
ちいさい,,N5
おおきい,,N5
いいえ,,N3
おいしい,,N1
じゃあ,,N5
かっこ,,N2
べん,,
ごし,,
やさしい,,N5
せんせい,,N5
曇り,N5,N3
会う,N5,N2
終る,N5,N1
煩い,N5,N1
灰皿,N5,N1
一日,N5,N1
無くす,N5,N2
開ける,N5,N3
さ来年,N5,N2
二十歳,N5,N3
一昨年,N5,N2
お手洗い,N5,N1
曲る,N5,N1
奥さん,N5,N2
明い,N5,N1
出かける,N5,N2
一昨日,N5,N2
初め/始め,N5,N1
七日,N5,N1
伯母さん/叔母さん,N5,N2
伯父/叔父,N5,
降りる,N5,N4
とり肉,N5,
暖かい,N5,N3
昨夜,N5,N3
丸い/円い,N5,N3
一日,N5,N1
川/河,N5,N3
登る,N5,N3
勤める,N5,N2
伯父/叔父,N5,
止まる,N5,N2
つもりです,N5,N4
ないでください,N5,
でしょう,N5,
お・金持ち,N4,N1
堅/硬/固い,N4,
支度,N4,N3
空く,N4,N3
看護婦,N4,
連れる,N4,
上る,N4,N3
下る,N4,N2
そうです,N4,
てみる,N4,
濡れる,N3,N4
褒める,N3,N4
打つ,N3,N4
すると,N3,N4
金持ち,N3,
お目に掛かる,N3,
貸し,N3,
大抵,N3,N4
吐く,N3,N1
下す,N3,
硬い,N3,N4
辛い,N3,N5
居る,N3,N5
留める,N3,N4
ようにする,N3,
過ぎない,N3,N4
於いて,N3,N1
つもりで,N3,
ように,N3,
どうやら,N3,N1
おかげで,N3,
固い,N2,N4
焚く,N2,N4
堅い,N2,N4
一段と,N2,
見付かる,N2,N4
延びる,N2,N3
だいいち,N2,N1
けれど/けれども,N2,
具える,N2,N3
揚げる,N2,N4
捜す,N2,N4
御馳走,N2,N4
髭,N2,N4
御中,N2,N3
床屋,N2,N4
向う,N2,N5
只,N2,N3
再来週,N2,N4
上る,N2,N3
見付ける,N2,N4
量る,N2,N3
軟らかい,N2,N4
浸ける,N2,N4
在る,N2,N3
治す,N2,N4
潜る,N2,N1
破れる,N2,N4
着ける,N2,N3
超す,N2,N3
再来月,N2,N4
粗い,N2,N3
御手洗,N2,N1
退ける,N2,N1
退く,N2,N1
討つ,N2,N3
しいんと,N2,
納める,N2,N3
退院,N2,N4
代える,N2,N3
慶び,N2,N3
?立,N2,N3
各々,N2,N3
逸れる,N2,
明き,N2,N3
羽根,N2,N3
日日,N2,N1
円い,N2,N3
馴れる,N2,N4
出合い,N2,N3
殖える,N2,N4
塵芥,N2,
延ばす,N2,N3
掏摸,N2,N4
緩い,N2,N5
器械,N2,N3
引出す,N2,N4
何といっても,N2,
以外の,N2,
とうてい,N2,N1
のぼる,N2,N3
がてら,N2,
よっぽど,N2,N1
通じて,N2,
思うように,N2,
やむをえず,N2,
ろくに,N2,N1
せいか,N2,N1
たしか,N2,N4
万一,N2,N3
ゆえに,N2,
一方では,N2,N3
それにしても,N2,
かけては,N2,N4
さすがに,N2,
さしつかえない,N2,
たまらない,N2,N3
ごとし（如し）,N2,
かねない,N2,
せめて,N2,
くせに,N2,
至るまで,N2,
弾く,N1,N5
堪らない,N1,N3
今晩は,N1,N2
くっ付ける,N1,N2
稍,N1,N3
彼此,N1,N2
呆れる,N1,N2
所で,N1,N3
中腹,N1,
偶に,N1,N4
一昨昨日,N1,N2
代わる,N1,N2
巨,N1,N3
物置き,N1,N2
留める,N1,N4
愈々,N1,N2
釣鐘,N1,
先先週,N1,N2
此れ等,N1,N3
其れでも,N1,N3
倣,N1,N2
当たり前,N1,N2
酷い,N1,N4
大ざっぱ,N1,N2
吊るす,N1,N2
斑,N1,
この頃,N1,N4
饂飩,N1,N2
鼠,N1,N3
屹度,N1,N4
確り,N1,N4
背負う,N1,N2
何れ,N1,N3
乗り換え,N1,N2
何も,N1,N3
出鱈目,N1,N2
今日は,N1,N3
出入り口,N1,N2
其れ,N1,N3
艶,N1,N2
彼方此方,N1,N3
爽やか,N1,N2
何時の間にか,N1,N2
図々しい,N1,N2
彼方此方,N1,N3
填める,N1,N2
ご馳走さま,N1,N2
有難う,N1,N3
各々,N1,N3
苛々,N1,N3
矢っ張り,N1,N2
押さえる,N1,N2
茹でる,N1,N2
受け取り,N1,N2
解く,N1,N3
泌み泌み,N1,N2
其れで,N1,N4
中指,N1,N2
若しも,N1,N3
物体ない,N1,N2
鋸,N1,N2
大人しい,N1,N2
その内,N1,N3
歯磨,N1,N2
成るべく,N1,N4
率直,N1,N2
其れに,N1,N4
痒い,N1,N2
浮かぶ,N1,N2
兎も角,N1,N2
御免ください,N1,N2
何時も,N1,N3
噛る,N1,N2
お蔭様で,N1,N2
梯子,N1,N2
行き成り,N1,N2
正に,N1,N3
相変わらず,N1,N2
突く,N1,N2
萎む,N1,N2
丸で,N1,N3
為さる,N1,N4
夜中,N1,N3
藍褸,N1,N2
凡そ,N1,N3
若しかしたら,N1,N2
汚す,N1,N2
済まない,N1,N2
眩しい,N1,N2
お願いします,N1,N2
捲る,N1,
重なる,N1,N2
凝らす,N1,
仰っしゃる,N1,N4
即ち,N1,N3
打ち合わせ,N1,N2
久し振り,N1,N4
詰まり,N1,N3
出合う,N1,N3
お出でになる,N1,N4
集まる,N1,N4
益々,N1,N3
慌てる,N1,N2
お早う,N1,N2
何れ,N1,N3
臍,N1,N2
炙る,N1,N2
返る,N1,N2
日当,N1,N2
汚れる,N1,N4
ご馳走,N1,N4
若しかすると,N1,N2
お先に,N1,N2
ご苦労様,N1,N2
転転,N1,N2
細やか,N1,
暫く,N1,N4
恐らく,N1,N3
不図,N1,N3
其れ共,N1,N3
馬鹿らしい,N1,N2
重役,N1,N2
目蓋,N1,N2
何しろ,N1,N2
嚏,N1,N2
お邪魔します,N1,N2
現われ,N1,N3
吝嗇,N1,N3
落ちる,N1,N4
火傷,N1,N2
苛める,N1,N4
金庫,N1,N3
耐える,N1,N2
草臥れる,N1,N2
強気,N1,N2
見舞,N1,N3
尻尾,N1,N2
ご無沙汰,N1,N2
坊ちゃん,N1,N2
態と,N1,N3
供,N1,
呉れ呉れも,N1,N2
先先月,N1,N2
お大事に,N1,N2
切っ掛け,N1,N2
引き受ける,N1,N2
戴きます,N1,N3
吃驚,N1,N3
而も,N1,N3
拵える,N1,N2
書き取り,N1,N2
其の儘,N1,N3
可愛がる,N1,N2
くっ付く,N1,N2
割り算,N1,N2
割引き,N1,N2
消耗,N1,N2
付き合う,N1,N2
呉れる,N1,N4
然して,N1,N3
可愛らしい,N1,N3
何時か,N1,N3
伐,N1,
好い,N1,N3
濠,N1,N3
当てはめる,N1,N2
躓く,N1,N2
揶揄う,N1,N2
現われる,N1,N3
脅かす,N1,N2
屡,N1,N3
真に,N1,N3
木綿,N1,N4
頻りに,N1,N3
かも知れない,N1,N3
或いは,N1,N3
忽ち,N1,N2
所謂,N1,N3
喋る,N1,N3
如何しても,N1,N3
一まず,N1,N2
些とも,N1,N4
疾っくに,N1,N2
加留多,N1,N2
鋏,N1,N3
錆び,N1,N2
上手,N1,N5
堪える,N1,N2
発条,N1,N2
造る,N1,N2
怒る,N1,N4
殴る,N1,N2
筈,N1,N4
何時でも,N1,N3
悪口,N1,N3
喧しい,N1,N2
一々,N1,N2
ぶら下げる,N1,N2
諄い,N1,N2
御免なさい,N1,N3
零れる,N1,N2
此の,N1,N3
その為,N1,N2
当てはまる,N1,N2
どうぞ宜しく,N1,N2
其処で,N1,N3
痺れる,N1,N2
徐々,N1,N3
混む,N1,N4
我がまま,N1,N3
例え,N1,N3
不山戯る,N1,N3
止むを得ない,N1,N2
お八,N1,N2
拐う,N1,
軈て,N1,N3
怒鳴る,N1,N2
家主,N1,N2
愛でたい,N1,N2
僅,N1,N3
酸っぱい,N1,N2
然うして,N1,N2
剃る,N1,N2
位地,N1,N3
仕舞う,N1,N3
捕らえる,N1,N2
堪える,N1,N2
粗筋,N1,N2
売れ行き,N1,N2
下らない,N1,N2
その外,N1,N2
傾く,N1,N2
年寄り,N1,N3
お喋り,N1,N3
所々,N1,N2
済みません,N1,N3
近々,N1,N2
何とも,N1,N2
可成,N1,N3
凭れる,N1,N2
通りかかる,N1,N2
気配,N1,N2
百科辞典,N1,N2
丈夫,N1,N5
明々後日,N1,N2
兎に角,N1,N3
寄こす,N1,N2
真ん中,N1,N4
何処か,N1,N3
俄か,N1,N2
未だ,N1,N3
洒落,N1,N2
左様なら,N1,N2
吃逆,N1,N2
唸る,N1,N3
目眩,N1,N2
包む,N1,N4
惨め,N1,N2
お洒落,N1,N2
違える,N1,
零す,N1,N2
其れ程,N1,N4
堪える,N1,N2
一人でに,N1,N2
やっ付ける,N1,N2
畏まりました,N1,N2
百科事典,N1,N2
お菜,N1,N2
お蔭,N1,N4
止まる,N1,N2
慌ただしい,N1,N2
絨毯,N1,N2
躊躇う,N1,N2
夜行,N1,N2
汚れ,N1,
出来物,N1,
果たして,N1,N2
その上,N1,N2
傾,N1,N2
伝言,N1,
係り,N1,N3
凝る,N1,
何となく,N1,N2
見っともない,N1,N2
擦る,N1,N2
偖,N1,N3
下品,N1,N2
可笑しい,N1,N4
お休み,N1,N2
お目出度う,N1,N3
引き分け,N1,N2
伊井,N1,
溢れる,N1,N2
騙す,N1,N2
滅茶苦茶,N1,N2
然も,N1,N3
詰る,N1,N2
擦れる,N1,
所が,N1,N3
含嗽,N1,
下がる,N1,N4
剥がす,N1,N2
偏る,N1,N2
盛る,N1,N2
跨ぐ,N1,N2
若し,N1,N4
じゃん拳,N1,N2
可哀想,N1,N3
是非とも,N1,N2
華奢,N1,
すれ違う,N1,N2
逆上る,N1,N2
或る,N1,N3
割合に,N1,N2
三日月,N1,N2
働,N1,N5
落とす,N1,N4
打付ける,N1,N2
捻子,N1,N2
何時までも,N1,N3
始めまして,N1,N2
箪笥,N1,N2
凡ゆる,N1,N3
積もり,N1,N4
何々,N1,N2
何故なら,N1,N3
